,label,text
5723,0,. People have left—one man left a law firm. One man left a—a big chain. He was a very successful executive; he left. It was two years ago. We have people that have been waiting for three years. And we can’t get them approved by the Democrats in the Senate because they’re taking so long to approve our judges
629,1,". Veterans had been back a few years helping after winning the first World War, building a new life back home with pride and confidence, who were a mom-and—they were, at the time—mom-and-plack [sic]—mom-and-pop Black diners, grocery stores, barber shops, tailors—the things that make up a community. At the Dreamland Theatre, a young Black couple, holding hands, falling in love"
8601,2,. After ages of experience the statesmen of that country have been constrained by a stern necessity and by a public opinion having its deep foundation in the sufferings and wants of impoverished millions to abandon a system the effect of which was to build up immense fortunes in the hands of the few and to reduce the laboring millions to pauperism and misery
9448,2,". I think that represents a very small minority. I think our big problem is to get at the causes of these riots. I think that some of the causes are the hope of the people themselves. They don't have jobs. They want jobs. So we are going to have to provide jobs. There are some half-million unemployed, hard-core unemployed, in our principal cities. We just have to go and find jobs for them"
2746,0,". We’re watching it very closely. Q But, you know, if Russia is talking with the USA or Guaidó, what can you tell — about us? PRESIDENT TRUMP: Just put this in the back of your mind: It’s all going to be fine. We know everything that you said, and it’s all going to be fine. We’re very much involved. We very much know what’s going on, and we’re very much involved. Okay? Thank you all very much"
4534,0,"of six city blocks to an anarchist … Now these are anarchists, these are not protestors"
6240,2,". This year we are producing over nineteen million tons of merchant shipping and next year our production will be over twenty-one million tons. And in addition to our shipments across the Atlantic, we must realize that in this war we are operating in the Aleutians, in the distant parts of the Southwest Pacific, in India, and off the shores of South America"
8844,2,". During the last year the approaching termination, according to the provisions of its charter and the solemn decision of the American people, of the Bank of the United States made it expedient, and its exposed abuses and corruptions made it, in my opinion, the duty of the Secretary of the Treasury, to place the moneys of the United States in other depositories"
6005,2,". If not, the exigency of further and other action by the United States will remain to be taken. When the time comes that action will be determined in the line of indisputable right and duty"
9005,2,". On behalf of the American people, I renew these basic pledges to you today: --We are committed to a pursuit of a more peaceful, stable, and cooperative world. While we are determined never to be bested in a test of strength, we will devote our strength to what is best"
2339,0,". For more than 70 years, in times of war and peace, the leaders of nations, movements, and religions have stood before this assembly. Like them, I intend to address some of the very serious threats before us today but also the enormous potential waiting to be unleashed. We live in a time of extraordinary opportunity"
7077,2,". The cost of living is such, especially in the large cities, that even the salaries fixed in the proposed bill will enable the incumbents to accumulate little, if anything, to support their families after their death"
6581,2,. This administration has taken these steps even as duty compelled us to fulfill and execute alliances and treaty obligations throughout the world that were entered into before I became President. So tonight I now ask and urge this Congress to help our foreign and our commercial trade policies by passing an East-West trade bill and by approving our consular convention with the Soviet Union
4591,0,". The best deal you’ve ever seen. I’ve already made one with China, but I can make even more. They want me to lose because they will own the United States if I lose. Iran. President Obama gave them $150 billion for nothing. And almost more incredible, he gave him 1.8 billion in green cash. Beautiful cash. And now they’re not doing so well, are they? They’re not doing so well"
3586,0,". Okay. Please, go ahead. In the back. Q: Mr. Bryan, how much more research—how much more time would it take to have conclusive results that could be used here? You said these were emerging results? ACTING UNDER SECRETARY BRYAN: We—we first were able to receive the virus back in February, is when we started testing. And it is a science-based approach"
9420,2,"."" They are doing it. They have over 700,000 men there out of 17 million population, and they are raising another 65,000 compared to the additional 40,000-odd that we are sending. So we don't plan to supplant them at all. But we do plan to supplement them to whatever is necessary to keep the Communist conspiracy from gobbling up that nation. MR. RATHER. Mr"
2894,0,". Thank you. I return to this chamber tonight to report that America’s momentum is back, our spirit is back, our pride is back, our confidence is back, and the American dream is surging bigger and better than ever before. The American dream is unstoppable, and our country is on the verge of a comeback, the likes of which the world has never witnessed and perhaps will never witness again"
391,1,". As we manage shifting geopolitical trends, the United States will conduct itself as a reasonable leader. We do not seek conflict. We do not seek a Cold War. We do not ask any nation to choose between the United States or any other partner"
8020,2,. In many of the products of wood and iron and in meats and breadstuffs we have advantages that only need better facilities of intercourse and transportation to secure for them large foreign markets. The reciprocity clause of the tariff act wisely and effectively opens the way to secure a large reciprocal trade in exchange for the free admission to our ports of certain products
7656,2,". The answer of that government, accompanied by additional propositions of its own, was received through its minister here since your separation"
992,1,". That’s what is happening. Ford is investing $11 billion to build electric vehicles, creating 11,000 jobs across the country. GM is making the largest investment in its history—$7 billion to build electric vehicles, creating 4,000 jobs in Michigan. All told, we created 369,000 new manufacturing jobs in America just last year"
6287,2,". But earlier today, to honor their accomplishments and that of all who supported that effort, I awarded to General Johnston the Defense Distinguished Service Medal in recognition not only of his extraordinary service but also of all those who served with him so well. Thank you all for your dedicated work"
6177,2,"My fellow Americans: In this historic room where just a few minutes ago we honored brave men and great American achievements we have come now to talk about a tragedy and a stain on our American society. I am certain by now that all of you know of the horrible crime which was committed last night between Selma and Montgomery, Alabama"
8361,2,. The annexation of Texas to the United States constituted no just cause of offense to Mexico. The pretext that it did so is wholly inconsistent and irreconcilable with well-authenticated facts connected with the revolution by which Texas became independent of Mexico
1906,1,". But there’s more to pass my Unity Agenda. Strengthen penalties on fentanyl trafficking. You don’t want to do that, huh? Pass bipartisan privacy legislation to protect our children online. Harness — harness the promise of AI to protect us from peril. Ban AI voice impersonations and more"
8024,2,". There were but two methods of maintaining control of this question open to Congress--to place all of these articles upon the dutiable list, subject to such treaty agreements as could be secured, or to place them all presently upon the free list, but subject to the reimposition of specified duties if the countries from which we received them should refuse to give to us suitable reciprocal"
8294,2,". The alacrity and promptness with which our volunteer forces rushed to the field on their country's call prove not only their patriotism, but their deep conviction that our cause is just"
3642,0,". The right thing for our country and the right thing for a lot of great people. Okay? Yeah, please. Q: Yes, Mr"
1308,1,. Let’s figure out how we can get this done and move in the direction of significantly changing the abuse of even the filibuster rule first. It’s been abused from the time it came into being — by an extreme way in the last 20 years. Let’s deal with the abuse first. Q It sounds like you’re moving closer to eliminating the filibuster. Is that correct? THE PRESIDENT: I answered your question
1699,1,". To put all that at risk if we walk away from Ukraine, if we turn our backs on Israel, it’s just not worth it. That’s why, tomorrow, I’m going to send to Congress an urgent budget request to fund America’s national security needs, to support our critical partners, including Israel and Ukraine"
1049,1,". As Frances Haugen, who is here with us tonight, has shown, we must hold social media platforms accountable for the national experiment they’re conducting on our children for profit. It’s time to strengthen privacy protections, ban targeted advertising to children, demand tech companies stop collecting personal data on our children. And let’s get all Americans the mental health services they need"
7375,2,"its intention to renounce it, in which event it should cease to operate at the end of six months from such declaration, and no such intention having been announced, the convention having been found advantageous to both parties, it has since remained, and still remains, in force"
6037,2,". I was informed this afternoon by the distinguished Secretary of the Treasury that his preliminary estimates indicate that our balance of payments deficit has been reduced from $2.8 billion in 1964 to $1.3 billion, or less, in 1965. This achievement has been made possible by the patriotic voluntary cooperation of businessmen and bankers working with your government"
4629,0,". Two weeks ago, job numbers came in the single biggest number in the history of our country. Last week, retail sales numbers came in, retail sales, the single greatest number in the history of our country. So here’s what’s going to happen. Here’s what’s going to happen. They blame a President for anything"
6931,2,".PUBLIC BUILDINGS. In our public buildings we still suffer from the method of appropriation, which has been so much criticized in connection with our rivers and harbors. Some method should be devised for controlling the supply of public buildings, so that they will harmonize with the actual needs of the Government"
9456,2,". We have to appeal to these people to keep their feelings within bounds and keep them lawful, because every person in this country must obey the law of this country, and there is no situation that justifies your violating the law. MR. RATHER. Mr"
5495,0,"Madam Speaker, Mr. Vice President, Members of Congress, the First Lady of the United States, and my fellow Americans: We meet tonight at a moment of unlimited potential. As we begin a new Congress, I stand here ready to work with you to achieve historic breakthroughs for all Americans"
2159,0,". Rocky left behind a devoted family, including his brothers, who loved him more than anything else in the world. One of his grieving brothers is here with us tonight. Jody, would you please stand? Jody, thank you. Jody our hearts weep for your loss, and we will not rest until you have justice"
3689,0,". Gavin Newsom today thanked us very much. Gavin Newsom—California—thanked us so much for getting him all the things that he needed so he can keep going and keep doing a good job. We got it to him today. Tomorrow, we’re getting him even more. It would’ve been harder for him to get it than us. We agreed to get it. We got it on time. He said, “Promises made, promises kept"
5425,0,fact that all of that is gone is probably as important or even more important to the massive tax cuts we’ve gotten people
7488,2,". In both these wars the cause of independence, of liberty and humanity, continues to prevail.The success of Greece, when the relative population of the contending parties is considered, commands our admiration and applause, and that it has had a similar effect with the neighboring powers is obvious. The feeling of the whole civilized world is excited in a high degree in their favor"
1245,1,". And what we’re doing there, and it’s an important point to understand — I know you understand; I don’t mean to say it that way — an important point to focus on: The vast majority of people under the age of 18 coming to United States come with a telephone number on a wristband or come with a telephone number in their pocket in the United States — a mother, a father, a close relative, a grandmom"
7891,2,". Its beneficial working is already apparent. The difference between the two Governments touching the fur-seal question in the Bering Sea is not yet adjusted, as will be seen by the correspondence which will soon be laid before the Congress"
1444,1,". The people sent us a clear message. Fighting for the sake of fighting, power for the sake of power, conflict for the sake of conflict, gets us nowhere. And that’s always been my vision for our country. To restore the soul of the nation. To rebuild the backbone of America, the middle class. To unite the country. We’ve been sent here to finish the job"
836,1,". It’s rhetorical. But raise your hand if you think we should have gone and given up thousands of lives and tens of thousands of wounded. Our interest in going was to prevent al Qaeda from reemerging—first to get bin Laden, wipe out al Qaeda in Afghanistan, and prevent that from happening again"
8761,2,"people that they might clearly understand in what particulars their institutions had been violated, and to the truth and certainty of our public annals"
8485,2,". On the 30th of December, 1845, General Herrera resigned the Presidency and yielded up the Government to General Paredes without a struggle. Thus a revolution was accomplished solely by the army commanded by Paredes, and the supreme power in Mexico passed into the hands of a military usurper who was known to be bitterly hostile to the United States"
6711,2,". We believe that three principles must prevail if our policy is to succeed: First, the developing nations must give highest priority to food production, including the use of technology and the capital of private enterprise. Second, nations with food deficits must put more of their resources into voluntary family planning programs"
6997,2,". Certain political changes are embodied in the bill ""To Provide a Civil Government for Porto Rico and for other Purposes,"" which passed the House of Representatives on June 15, 1910, at the last session of Congress, and is now awaiting the action of the Senate.The importance of those features of this bill relating to public health and sanitation can not be overestimated"
4912,0,". We’ve been ripped off by everybody. And we have—this country, for so many years, has been ripped off by everybody, whether it’s a World Health or World Trade. And they’re like—I call them the “Bobbsey Twins.” They’d look at our country—for years and years, we had people that did nothing about it. We’re doing a lot about it. So we’ll have a report"
8266,2,". More, we are committed to sacrifice in battle in order to make America safe for Americans and establish their security on every lawful mission on the high seas or under the shining sun. We are testing popular government's capacity for self-defense"
3808,0,". Thank you. Thank you. Just not fair. Reducing violent crime in America is a top priority for my administration, and we will do whatever it takes to get it done. No talk. We’re going to do what it takes to get it done"
1369,1,". And there’s ways to do that. There’s ways to do that — a little bit like determining whether or not you got the right code for your credit card, you know? “What was your dog’s name?” kind of a thing. I’m being a bit facetious, but not really. And also seeking harder data, from DNA to — to birth certificates, which takes longer"
5166,0,". And the market was going up a lot before the election because it was looking we had a good chance to win, and then it went up tremendously from the time we won the election until the time we took office, which was November 8th to January 20th. And that’s our credit. That’s all our credit. And leading up to that point was our credit because there was hope"
9275,2,far-reaching changes which have been wrought of our nation and of the world
3247,0,". He’s got the easiest job in government. Thank you and congratulations. That was a great vote yesterday. Thank you very much. Q Mr. President — THE PRESIDENT: Yes, go ahead. Go ahead. Q In your remarks, sir, you said that you were too new to politics, earlier in your administration, when you would’ve preferred that this be done"
1212,1,". And just this morning, we learned that the number of people filing for weekly unemployment insurance fell by nearly 100,000 persons. That’s the first time in a year the number has fallen below the pre-pandemic high. So there are still too many Americans out of work, too many families hurting, and we still have a lot of work to do"
9180,2,". It is our servant, beholden to us. We who are privileged to be Americans have had a rendezvous with destiny since the moment in 1630 when John Winthrop, standing on the deck of the tiny Arbella off the coast of Massachusetts, told the little band of pilgrims, “We shall be as a city upon a hill"
5978,2,". When it shall appear hereafter that there is within the island a government capable of performing the duties and discharging the functions of a separate nation, and having, as a matter of fact, the proper forms and attributes of nationality, such government can be promptly and readily recognized and the relations and interests of the United States with such nation adjusted"
4283,0,". We are joined by the outstanding law enforcement officers who have been able to fight on the front lines, protecting our cities — many of them facing down violent assaults from very bad people. We are especially moved to be joined by the family of a great man: Fallen Officer David Dorn, a 38-year veteran of the St"
1785,1,". In a literal sense, history is watching. History is watching — just like history watched three years ago on January 6th — when insurrectionists stormed this very Capitol and placed a dagger to the throat of American democracy. Many of you were here on that darkest of days. We all saw with our own eyes the insurrectionists were not patriots"
7060,2,of statutes and the performance of their legal duties
7081,2,". The initiation and establishment of such a system has required a great deal of study on the part of the experts in the Post-Office and Treasury Departments, but a system has now been devised which is believed to be more economical and simpler in its operation than any similar system abroad"
8838,2,". These acts and the principles on which they were rounded were known to all the departments of the Government, to Congress and the country, and until very recently appear never to have been called in question"
5989,2,. These elements of danger and disorder already pointed out have been strikingly illustrated by a tragic event which has deeply and justly moved the American people. I have already transmitted to Congress the report of the naval court of inquiry on the destruction of the battle ship Maine in the harbor of Havana during the night of the 15th of February
5914,2,. So called “zones of cultivation” established within the immediate areas of effective military control about the cities and fortified camps proved illusory as a remedy for the suffering
1941,1,". It’s about you, your families, your futures. It’s about “We the People.” We can never forget that, and I never have. I’ve made it clear that I believe America is at an inflection point, one of those rare moments in history when the decisions we make now will determine our fate of our nation and the world for decades to come"
716,1,". Let's be clear: We must pass the voting rights bills that are now before the Senate, and the American people must also do something more. We cannot sit on the sidelines"
6091,2,". And from that day to this, soldiers and supplies have moved from North to South in a swelling stream that is swallowing the remnants of revolution in aggression. As the assault mounted, our choice gradually became clear. We could leave, abandoning South Vietnam to its attackers and to certain conquest, or we could stay and fight beside the people of South Vietnam. We stayed"
8822,2,"banks, no legislation was thought necessary by Congress, and all the operations were originated and perfected by Executive authority"
8219,2,". The same liberal philosophy that saw an era of prosperity and virtue ushered in by changing man's environment through massive Federal spending programs also viewed criminals as the unfortunate products of poor socioeconomic conditions or an underprivileged upbringing. Society, not the individual, they said, was at fault for criminal wrongdoing. We were to blame"
919,1,". And now these MAGA voices who know the truth about Trump on January 6th have abandoned the truth and abandoned democracy. They made their choice. Now the rest of us — Democrats, independents, mainstream Republicans — we have to make our choice. I know mine. And I believe I know America’s. We will defend the truth, not give in to the Big Lie"
7209,2,". They have been discovered and they will not interfere with the accuracy of the census, but it is of the highest importance that official inquiry of this sort should not be embarrassed by fraudulent conspiracies in some private or local interest.BUREAU OF LIGHT-HOUSES"
1103,1,". I want to speak directly to you. Because if you think about it, that’s what people are most worried about: “Can I fit in?” Independent experts estimate the American Jobs Plan will add millions of jobs and trillions of dollars to economic growth in the years to come. It is a—it is an eight-year program. These are good-paying jobs that can’t be outsourced"
2248,0,". Moving forward, we are only going to give foreign aid to those who respect us and, frankly, are our friends. And we expect other countries to pay their fair share for the cost of their defense. The United States is committed to making the United Nations more effective and accountable. I have said many times that the United Nations has unlimited potential"
1415,1,". And finally, fifth, and maybe most importantly: I promise I will do everything in my power, I will not relent until we beat this virus, but I need you, the American people. I need you. I need every American to do their part. And that’s not hyperbole. I need you"
7708,2,". The known necessity which so many of the states will be under to impose taxes for the payment of the interest on their debts furnishes an additional and very cogent reason why the federal governments should refrain from creating a national debt, by which the people would be exposed to double taxation for a similar object"
6204,2,".Under the existing aspect of our affairs I have thought it not inconsistent with a just precaution to have the gunboats, with the exception of those at New Orleans, placed in a situation incurring no expense beyond that requisite for their preservation and conveniency for future service, and to have the crews of those at New Orleans reduced to the number required for their navigation and safety"
1136,1,". It’s—but it’s time for corporate America and the wealthiest 1 percent of Americans to just begin to pay their fair share. Just their fair share. Sometimes I have arguments with my friends in the Democratic Party. I think you should be able to become a billionaire and a millionaire, but pay your fair share"
3826,0,". Nobody ever talks about that. They talk about the people, rightfully, that were killed. But they don’t talk about the people whose lives have been just changed — just changed. They don’t talk about that. This guy came in through chain migration and a part of the lottery system. AUDIENCE: Booo — THE PRESIDENT: They say 22 people came in with him"
5473,0,". We have to have a strong military. And I think we’re very much on our way. From the one standpoint, we’re going for funding, which we need, and I think we’ll get it. But we have a lot of fighting on that from the other side, and we can’t even think about it. We need a strong and powerful military. And we’re going to have far more powerful than we were ever before"
8468,2,"."" That I have acted in the spirit of this assurance will appear from the events which have since occurred"
8141,2,". Gentlement of the Senate, and of the House of Representatives: I shall content myself with a general reference to former communications for several objects, upon which the urgency of other affairs has hitherto postponed any definite resolution"
5892,2,grave crisis that has arisen in the relations of the United States to Spain by reason of the warfare that for more than three years has raged in the neighboring island of Cuba
1394,1,". And for all of you asking when things will get back to normal, here is the truth: The only way to get our lives back, to get our economy back on track is to beat the virus. You’ve been hearing me say that for — while I was running and the last 50 days I’ve been President. But this is one of the most complex operations we’ve under- — ever undertaken as a nation in a long time"
8630,2,". To place a price upon them above their real value is not only to prevent their sale, and thereby deprive the Treasury of any income from that source, but is unjust to the States in which they lie, because it retards their growth and increase of population, and because they have no power to levy a tax upon them as upon other lands within their limits, held by other proprietors than the United"
5778,0,". And we will bring back our dreams. We will build new roads, and highways, and bridges, and airports, and tunnels, and railways all across our wonderful nation. We will get our people off of welfare and back to work – rebuilding our country with American hands and American labor. We will follow two simple rules: Buy American and Hire American"
3044,0,". Yeah, you would say — Pocahontas says, “Yes.” Two thousand people are being killed every single week — more than that. They’re Russian young people. They’re Ukrainian young people. They’re not Americans. But I want it to stop. Meanwhile, Europe has sadly spent more money buying Russian oil and gas than they have spent on defending Ukraine, by far. Think of that"
3100,0,". Our trade deficit in goods with the world last year was nearly $800 billion dollars. And overseas, we have inherited a series of tragic foreign policy disasters. Solving these, and so many other pressing problems, will require us to work past the differences of party. It will require us to tap into the American spirit that has overcome every challenge throughout our long and storied history"
9115,2,". As a young man in Iowa trying to get a start in the years of the great depression and later in California for most of my adult life. I’ve seen America from the stadium press box as a sportscaster, as an actor, officer of my labor union, soldier, officeholder and as both Democrat and Republican. I’ve lived in an America where those who often had too little to eat outnumbered those who had enough"
6112,2,". To all of those caught up in this conflict we therefore say again tonight: Let us choose peace, and with it the wondrous works of peace, and beyond that, the time when hope reaches toward consummation, and life is the servant of life. In this work, we plan to discharge our duty to the people whom we serve. This is the State of the Union"
4699,0,". First mandatory in 50 years. The same restrictions that the Democrats and the media called “xenophobic.” Now, Joe Biden said, “He’s a racist.” He called me a racist because I said, “We’re shutting down entry from China. We’re shutting it down.” He called me xenophobic, and he called me racist and other things"
2084,0,". Jobs are booming, incomes are soaring, poverty is plummeting, crime is falling, confidence is surging, and our country is thriving and highly respected again. America’s enemies are on the run, America’s fortunes are on the rise, and America’s future is blazing bright. The years of economic decay are over"
9460,2,". MR. RATHER. Some of these extremists, Mr. President, say, though, that anarchy is exactly what we need; that they want to tear down the fabric of this society. THE PRESIDENT. I don't agree with the extremists and I hope you don't. MR. SCHERER. Mr. President, what is your administration doing now, to see that we don't have another riot this summer? THE PRESIDENT"
2798,0,". They’re being built all over and expanded at a level that we’ve never seen before, because I said to Japan and Germany and others: “Sorry, you got to come here and build plants. Otherwise, we’re going to have to make it very tough on you with tariffs.” And we got out of the horrible Paris Climate Accord that he’ll go back into because, you know, it sounds wonderful"
1128,1,". Up to a $3,000 per child if they’re under [over] six years of age—I mean, excuse me—under—over six years of age, and $3,600 for children over [under] six years of age. With two parents, two kids, that’s $7,200 in the pockets that’s going to help to take care of your family. And that will help more than 65 million children and help cut childcare [child] poverty in half. And we can afford it"
8900,2,". It is thus seen that four Senators have declared by their votes that the President, in the late Executive proceedings in relation to the revenue, had been guilty of the impeachable offense of ""assuming upon himself authority and power not conferred by the Constitution and laws, but in derogation of both,"" whilst the legislatures of their respective States had deliberately approved those very"
7581,2,". Threatening Israel with destruction or repeating vile stereotypes about Jews is deeply wrong and only serves to evoke in the minds of Israelis this most painful of memories while preventing the peace that the people of this region deserve. On the other hand, it is also undeniable that the Palestinian people, Muslims and Christians, have suffered in pursuit of a homeland"
6386,2,". We hope that all who are represented here may be moved to higher and nobler effort for their own and the world's good, and that out of this city may come, not only greater commerce and trade, but more essential than these, relations of mutual respect, confidence and friendship which will deepen and endure"
7066,2,"the construction of the Constitution or the constitutionality of a statute, with the same power in the Supreme Court to review on certiorari as is now exercised by that court over determinations of the several Circuit Courts of Appeals"
5142,0,". I love the United States, and I love the United States Constitution. I am truly, I am truly humbled by the prospect of serving on the Supreme Court. Should I be confirmed, I will be mindful of who came before me. The flag of the United States is still flying at half-staff in memory of Justice Ruth Bader Ginsburg to mark the end of a great American life"
8502,2,". He had openly professed an entire change of policy, had expressed his regret that he had subverted the federal constitution of 1824, and avowed that he was now in favor of its restoration. He had publicly declared his hostility, in strongest terms, to the establishment of a monarchy and to European interference in the affairs of his country"
9243,2,"pursued in this country, to the end that the exports of home products and industries may pay for our imports--the only sure method of returning to and permanently maintaining a specie basis; to the elevation of labor; and, by a humane course, to bring the aborigines of the country under the benign influences of education and civilization"
6671,2,. Order must be maintained. And I will support--with all the constitutional powers the President possesses--our Nation's law enforcement officials in their attempt to control the crime and the violence that tear the fabric of our communities. Many of these priority proposals will be built on foundations that have already been laid
6025,2,". I will ask you to make it possible for members of the House of Representatives to work more effectively in the service of the nation through a constitutional amendment extending the term of a Congressman to four years, concurrent with that of the President. Because of Vietnam we cannot do all that we should, or all that we would like to do. We will ruthlessly attack waste and inefficiency"
3463,0,". We have been treated very badly from this foolish gift that should have never been made, and Panama’s promise to us has been broken. The purpose of our deal and the spirit of our treaty has been totally violated. American ships are being severely overcharged and not treated fairly in any way, shape, or form. And that includes the United States Navy"
4997,0,". We’ll have a transportation committee. We’re going to have a manufacturing committee. You’ll see it tomorrow. We’re also having a religious leaders committee. We have a great group of religious leaders. We’re having committees with religious leaders. You’ve been seeing what’s going on with the churches, and all of that. And we’re going to have a faith leaders committee"
1530,1,". One year later, we know the answer. Yes, we would. And yes, we did. Together, we did what America always does at our best. We led. We united NATO and built a global coalition. We stood against Putin’s aggression. We stood with the Ukrainian people. Tonight, we are once again joined by Ukraine’s Ambassador to the United States. She represents not just her nation, but the courage of her people"
2353,0,". As President of the United States, I will always put America first, just like you, as the leaders of your countries will always, and should always, put your countries first. All responsible leaders have an obligation to serve their own citizens, and the nation-state remains the best vehicle for elevating the human condition"
6643,2,. And I should treasure nothing more than to have that partnership begin between the executive and the Congress. The 88th and the 89th Congresses passed more social and economic legislation than any two single Congresses in American history. Most of you who were Members of those Congresses voted to pass most of those measures. But your efforts will come to nothing unless it reaches the people
4831,0,". We’ve used about $220 billion of the $350 billion. We don’t want to run out of that money. We don’t want to create panics that people won’t get it. So that’s why we want to—we want to top that up, and we’ve asked for another $250 billion for that program. And again, let me just remind you, every dollar we spend in this program, we save a dollar of unemployment insurance"
8120,2,". In a matter in which both materials and experience were wanting to guide the calculation, it will be readily conceived that there must have been difficulty in such an adjustment of the rates of compensation as would conciliate a reasonable competency with a proper regard to the limits prescribed by the law"
8166,2,". Third, and most importantly, we will make a major effort to improve the health care delivery systems in targeted countries. This will allow more women and babies to receive the comprehensive therapy. It will allow for better and longer treatment and care of all AIDS victims. And it will lead to better health care in general for all the country's citizens"
8824,2,". The act of 1816 establishing the Bank of the United States directed the deposits of public money to be made in that bank and its branches in places in which the said bank and branches thereof may be established, ""unless the Secretary of the Treasury should otherwise order and direct,"" in which event he was required to give his reasons to Congress"
9171,2,". Now let us work toward the goal of using the assets of this continent, its resources, technology and foodstuffs in the most efficient ways possible for the common good of all its people"
8474,2,". A minister was immediately appointed, and departed to Mexico. Everything bore a promising aspect for a speedy and peaceful adjustment of all our difficulties"
3453,0,". To restore competence and effectiveness to our federal government, my administration will establish the brand-new Department of Government Efficiency. After years and years of illegal and unconstitutional federal efforts to restrict free expression, I also will sign an executive order to immediately stop all government censorship and bring back free speech to America"
1821,1,". It’s wrong, and I’m ending it. With a law that I proposed and signed — and not one of your Republican buddies work- — voted for it — we finally beat Big Pharma. Instead of paying $400 a month or thereabouts for insulin with diabetes — and it only costs 10 bucks to make — they only get paid $35 a month now and still make a healthy profit"
8626,2,". Two-thirds of the revenue derived from customs being collected at that point, the demand for specie to pay the duties will be large, and a branch mint where foreign coin and bullion could be immediately converted into American coin would greatly facilitate the transaction of the public business, enlarge the circulation of gold and silver, and be at the same time a safe depository of the public"
6518,2,. And I should treasure nothing more than to have that partnership begin between the executive and the Congress. The 88th and the 89th Congresses passed more social and economic legislation than any two single Congresses in American history. Most of you who were Members of those Congresses voted to pass most of those measures. But your efforts will come to nothing unless it reaches the people
4416,0,". Adapt Pharma makes an overdose-reversing drug for opioids, which I’ve watched and seen work. It’s called Narcan. It’s actually incredible. Today, we applaud Adapt Pharma’s decision to provide free—free—Narcan to all high schools, colleges, and universities in America. I’d like you to come up, Mike. Come up. Where’s Mike? Come up, Mike. That’s really an amazing and generous offer. Thank you"
9433,2,". MR. REYNOLDS. Mr. President, if we might come back for just a moment to the question of our relations with the Soviet Union, it's often said that one of the most tragic consequences of the war in South Vietnam is the setback in American-Soviet relations. Do you agree with that? Do you think we are making progress in getting along? THE PRESIDENT. Well, there are a good many things said, Mr"
4552,0,". Think how big that is, one company. It was an unbelievable machine and then they made a plane and they did some foolish things and a terrible thing happened and all of a sudden they’ve gone through hell but you know what? They’re coming back, we’re ready to help them if they need it but they’re coming back in the coming and they’re coming"
8124,2,". and I entertain a full confidence, that it will, in all, give way to motives which arise out of a just sense of duty, and a virtuous regard to the public welfare"
430,1,". Tomorrow, NATO will convene a summit—we’ll be there—to bring together the leaders of 30 Allied nations and close partners to affirm our solidarity and to map out the next steps we will take to further strengthen all aspects of our NATO Alliance"
7164,2,suitable provisions against assignment to prevent monopolistic combinations
4057,0,". We want to suppress it down to that small mound. And I think what we’ve done today is something that is going to be a very important element in having us be successful in doing that. We still have a long way to go. There will be many more cases, but we’ll take care of that. And ultimately, as the President said, this will end"
7925,2,". The recent depreciation in the price of silver has been observed with regret. The rapid rise in price which anticipated and followed the passage of the act was influenced in some degree by speculation, and the recent reaction is in part the result of the same cause and in part of the recent monetary disturbances"
8603,2,". It was to be expected that a similar struggle would be made by the same classes in the United States whenever an attempt was made to modify or abolish the same unjust system here. The protective policy had been in operation in the United States for a much shorter period, and its pernicious effects were not, therefore, so clearly perceived and felt"
405,1,". And yet today, in 2022, fundamental freedoms are at risk in every part of our world, from the violations of—in Xinjiang detailed in recent reports by the Office of U.N.—U.S.—reports detailing by the U.S. [U.N"
9214,2,". As the genius of science extends the horizons of what we can do, we increasingly confront complex questions about what we should do. We have arrived at that brave new world that seemed so distant in 1932, when Aldous Huxley wrote about human beings created in test tubes in what he called a ""hatchery"
3383,0,". They won’t win. Q: But if legal action is brought against you on this, why not just work with Congress on this deal? President Trump: Well, I’m not saying they’re not going to come back and negotiate. They might very well come back and negotiate. Q: But you’re signing the executive order today, and Americans want to know when they’re going to see this relief"
388,1,". That’s why the United States, together with fellow G7 partners, launched a Partnership for Global Infrastructure and Investment. We intend to collectively mobilize $600 billion in investment through this partnership by 2027"
9342,2,". A considerable proportion of those forces must remain in Europe during the period of occupation, and those which are brought home will be transported and demobilized at heavy expense for months to come. The interest on our war debt must of course be paid and provision made for the retirement of the obligations of the Government which represent it"
7507,2,". Difficulties of the most serious character present themselves to the attainment of this very desirable result on the territory on which they now reside. To remove them from it by force, even with a view to their own security and happiness, would be revolting to humanity and utterly unjustifiable"
7378,2,".It is hoped that a favorable opportunity will present itself for opening a negotiation which may embrace and arrange all existing differences and every other concern in which they have a common interest upon the accession of the present King of France, an event which has occurred since the close of the last session of Congress"
2303,0,". Nobody was talking to him. I immediately recognized that that man was the once great William Levitt, of Levittown, and I immediately went over. I wanted to talk to him more than the Hollywood, show business, communications people. So I went over and talked to him, and I said, “Mr. Levitt, I’m Donald Trump.” He said, “I know.” I said, “Mr"
2044,0,". I knew the potential for our nation was boundless as long as we put America first. So I left behind my former life and stepped into a very difficult arena, but an arena nevertheless, with all sorts of potential if properly done. America had given me so much, and I wanted to give something back"
7427,2,".Estimating, then, the whole amount of the public debt at $79 million and regarding the annual receipts and expenditures of the government, a well-founded hope may be entertained that, should no unexpected event occur, the whole of the public debt may be discharged in the course of 10 years, and the government be left at liberty thereafter to apply such portion of the revenue as may not be"
